title,rooms,days,tracks,time_slots,team,description,tags,author,telegram_contact,avg_score,expert_count
Deepfake detection,CV,,,,,"[Трек: Научный] До конца октября командной соревнование по теме. При удачном раскладе - статья в научном журнале
При очень хорошем раскладе - статья на конференции А*

Ожидаемый результат: Статья в журнале/сборнике докладов",CV; Research,Студент_875,@user_352,1.29,1
Deepfake generation and detection based on micro emotions Technology,,,,,,"[Трек: Научный] Загрузка тестового батча видео (тест скрипта загрузки с Ютуба)
Адаптация загрузки видео для других платформ 
Код для извлечения мета-признаков видео (FAUs, пол, возраст, раса, эмоции ...)
Замена бэкграунда видео 
Код  для сегментации видео
Загрузка датасета Tsinghua Facial Expression Database (Tsinghua-FED)
Загрузка датасета ...
Сота-метод (GAIA) - найти код, сделать энвир и протестить на загруженных видео
Сота-метод (Ghost 2.0) - найти код, сделать энвир и протестить на загруженных видео
Сота-метод (DreamID) - найти код, сделать энвир и протестить на загруженных видео
Сота-метод (ScaffoldAvatar) - найти код, сделать энвир и протестить на загруженных видео

Ожидаемый результат: Опробовать сота методы для генерации дипфейков",CV; Research; NLP,Студент_064,@user_282,0,0
Doc2Doc персональные рекомендации товарных картинок в поиске,,,,,,"[Трек: Индустриальный] ""1) пользовательские сценарии и бизнес-метрики для каждой стадии поиска, чтобы максимизировать ценность рекомендаций.

2) требования к масштабированию и гибкости системы, закладывая возможность быстрой интеграции новых фичей.

3) цели по росту метрик (например, CTR, конверсия), приоритезирую экспериментальные гипотезы для тестов моделей.

4) продуктовые метрики покрытия и релевантности, выявляю узкие места в генерации кандидатов, определяю цели по улучшению.

5) основные продуктовые метрики (оптимизируемые цели для ранжирования) и согласовываю критерии успеха A/B-тестов.

6) портфель гипотез по экспериментам на основе анализа рынков, фидбека, данных из других поисков, метрик и товарных особенностей.

7) требования к latency, стабильности и масштабируемости ML-инфраструктуры для реализации продуктовой стратегии.

8) ключевые продуктовые задачи, решаемые трансформерами, определяю целевые метрики и бизнес-выгоды.
пользовательские кейсы и сценарии, где нужны диалоговые рекомендации, формирую roadmap развития интерфейса.""",GeoAI; ML в промышленности; NLP,Студент_547,@user_696,0,0
"EdTech, Agents",EdTech,2026-01-22,Demo Day,,,,Автономные агенты; EdTech,,,0,0
"EdTech, NLP",EdTech; Recsys / предиктивная аналитика,2026-01-22,Demo Day,,,"Образование/наука
Модератор: Катя Шарова",EdTech; RecSys; NLP,,,0,0
"EdTech, NLP, Автономные агенты",EdTech,2026-01-22,Demo Day,,,,Автономные агенты; EdTech; NLP,,,0,0
"EdTech, Recsys / предиктивная аналитика, NLP, CV",EdTech,2026-01-22,Demo Day,,,,CV; EdTech; RecSys; NLP,,,0,0
Edu AI Hub,,,,,,"[Трек: Индустриальный] Продолжить разработку и улучшение функционала платформы.

Ожидаемый результат: Прототип",ML в промышленности,Студент_321,@user_136,0,0
Efficient Prompt Mechanistic Interpretability,,,,,,"[Трек: Научный] Пока что не собирались с куратором и не обсуждали, уже написал ему о необходимости составления плана

Ожидаемый результат: Также укажу позже",Research,Студент_924,@user_395,0,0
Efficient Prompting,LLM,,,,,"[Трек: Научный] План - проверить ряд гипотез, основываясь на внутреннем представлении модели. В результате создать бейзлайн-метрики для оценки промптов

Ожидаемый результат: Создание бейзлайн-метрики для оценки промптов",Research; LLM,Студент_709,@user_239,1.86,2
Emoji Jailbreak,,,,,,"[Трек: Научный] Отвечать ревьюерам конференций, дорабатывать статью

Ожидаемый результат: Успешная полемика с ревьюерами ICLR",Research,Студент_036,@user_358,0,0
Emotion-Driven Strategy in LLM Decision-Making,,,,,,"[Трек: Научный] Лит. обзор предметной области, поиск и внедрение новых игр для агентов в бенчмарк, разработка сильного манипулятивного агента (на основе больших опен-сорс моделей)

Ожидаемый результат: draft статьи, манипулятивный агент, который бьет метрики бенчмарка текущего бейслайна",Автономные агенты; Research; Gaming; NLP,Студент_959,@user_431,0,0
Emotional TTS,,,,,,"[Трек: Научный] Цель проекта - получить модель, которая синтезирует голос с заданной эмоцией. 

1. Найти SOTA 2025 TTS модель
2. Изучить подходящую модель (ее модули, пайплайн обучения\инференса и тд)
3. Найти подходящие данные (OpenSource \ записать что-то самому)
4. Определить метод дообучения\обучения выбранной модели с новыми фичами (эмоциями) - супервайзд или ансупервайзд
5. Разработка дополнительных модулей для модели, которые отвечают за внедрение эмоций в процесс обучения\инференса

Ожидаемый результат: PoC/MVP. Возможно какое-то направление\драфт для статьи",Audio; ASR; EdTech; TTS; Research,Студент_805,@user_221,0,0
Erarta AI,,,,,,"[Трек: Стартап] Планирую активно участвовать в разработке проекта, к которому присоединился. Добросовестно исполнять роль разработчика, помогать во всех аспектах продукта и выход на рынок

Ожидаемый результат: Разработанный продукт MVP с первыми клиентами",Стартап,Студент_480,@user_072,0,0
Exam Builder: модульный MVP генерации и проверки тестов из материалов курса,,,,,,"[Трек: Индустриальный] 1. Парсеры: PDF/PPT → структурированный JSON со спанами и артефактами (таблицы/рисунки).
2.Генератор двух треков вопросов: обычные (MCQ/истина-ложь/matching) и evidence-based (ответ со ссылкой на источник).
3. Мини-оценивание: авто для обычных; для evidence — ответ сопровождается выделениями из исходного материала (спанами), система сверяет их с эталонными фрагментами и ставит балл по простой рубрике (корректность и наличие/полнота доказательств).
4. Лёгкий UI: загрузка материалов, генерация, правка, запуск и выгрузка результатов.
5. PET-исследование (в ходе пед. практики): как проектировать задания, где LLM не помогает (набор типов, замеры AI-pass, рекомендации).
6. Мини-пилот на 1 теме (15–30 студентов) и отчёт по метрикам.

Ожидаемый результат: Независимые рабочие компоненты (парсеры, генератор, оценивание, легкий UI/UX)",ML в промышленности; EdTech; NLP,Студент_289,@user_414,0,0
Expired product detector,"Продажи, B2B, услуги, маркетинг, ритэйл",,,,,"[Трек: Индустриальный] Онбординг и подготовка:
Согласование метрик (реальная точность/recall).
Запуск окружения (Spark/ML-нод).

EDA и воспроизведение baseline:
Получение доступов к данным (приходы, продажи, списания), текущему скрипту.
Изучение данных и текущего алгоритма.
Проверка качества текущего решения по бизнес-метрике (точность «по списку»).

Формирование фичей: возраст партии, скорость продаж, категория, наличие срока.
Построение baseline-моделей (LogReg / LightGBM / RandomForest).
Сравнение с текущим скриптом по аудиторской выборке.

Обработка собранных данных, поиск возможных недостатков

Улучшенные модели и пайплайн:
Тестирование временных моделей (temporal LightGBM / simple Transformer).
Сборка пайплайна: объединение поставок, продаж и списаний в единый ETL.
Оценка стабильности на исторических данных.

Ожидаемый результат: Ожидаемый результат: новая модель обойдет по точности (0.9+) текущий алгоритм (~0.65), сохраняя объем выдачи просроченных товаров.",ML в промышленности; Business,Студент_1837,@user_666,2.86,1
Explainability и механическая интерпретируемость для защиты LLM,,,,,,"[Трек: Научный] Цель:
Создать и протестировать low-latency гардрейл для LLM на основе sparse autoencoder (SAE), выделяющий вредоносные направления в активациях модели и блокирующий нежелательные ответы.

Основные задачи:

Изучить подходы к механической интерпретируемости и существующие реализации SAE.

Обучить sparse autoencoder на средних слоях открытой модели (например, Llama или Mistral).

Определить фичи, связанные с вредоносным поведением модели.

Разработать лёгкий бинарный классификатор для фильтрации таких направлений.

Оценить качество (F1-score, sparsity, latency) и сравнить с существующими гардрейлами.

Подготовить визуализации, документацию и финальную презентацию.

Ожидаемый результат: Обученная SAE с разреженными и интерпретируемыми фичами.  Быстрый классификатор для блокировки вредоносных направлений.",Research; EdTech; Security; NLP,Студент_033,@user_295,0,0
"Fintech, документы",комната 4,2026-01-22,Demo Day,,,,FinTech,,,0,0
Fixly,"Продажи, B2B, услуги, маркетинг, ритэйл",,,,,"[Трек: Стартап] Ссылка на презентацию и питч: https://disk.yandex.ru/d/sWeHjB8vjDtlyw
Лендинг: https://project15836736.tilda.ws/

1. Привлечь 5-10 мастеров на бесплатное пилотное тестирование через лендинг.
2. Обработать 50 реальных заявок.
3. Замерить ключевую метрику: % успешных ремонтов с первого выезда.
4. Проработать ML System design и юнит экономику продукта
5. Начать собирать данные для дообучения у мастеров
6. Внедрить llm модель в чат бота
7. Пробовать дообучение/ раг систему на данных мастеров

Ожидаемый результат: Внедрить llm модель в чат бота",EdTech; Стартап; NLP; Business,Студент_259,@user_080,2.71,1
Flumen: Cursor для работы с docx документами через плагин,,,,,,"[Трек: Стартап] ""1. Дать возможность AI редактировать docx документ в плагине через запросы, как в Cursor.
2. Отладить, сделать так, чтобы плагин работал бесперебойно.

Предполагаемый результат: отлаженный плагин (чат, в котором можно вводить запросы,  AI может редактировать документ)""",Стартап,Студент_1016,@user_441,0,0
Genome AI,,,,,,"[Трек: Индустриальный] 1. Выровняться по текущей концепции (посмотреть расхождения с реальными процессами работы с геномом и тем что описано в документации и при необходимости внести корректировки) так как до этого была другая команда из ребят, которые учились на втором курсе и уже закончили обучение и вышли с проекта. За ними нужно перепроверить еще раз, корректно ли описано все и тд
2. Добить код (не весь функционал до конца реализован + необходимо написать фронт)
3. Выйти с MVP на привлечение инвестиций (проект заявлен уже в акселераторы)
4. Начать выводить MVP в уже готовый продукт

Ожидаемый результат: необходимо будет добить MVP",EdTech; ML в промышленности; BioTech; FinTech,Студент_939,@user_408,0,0
GenomeAI,Прожарка,,,,,"[Трек: Стартап] GenomeAI - это система для автоматизации анализа генома с ИИ. 
Система - это пайплайнер, конкурентом можно назвать проект Ugene. 
Основные преимущества - современный удобный интерфейс, более низкий порог входа, ИИ-помощник

Суть в том, что необходимо будет добить MVP:
1. Выровняться по текущей концепции (посмотреть расхождения с реальными процессами работы с геномом и тем что описано в документации и при необходимости внести корректировки) так как до этого была другая команда из ребят, которые учились на втором курсе и уже закончили обучение и вышли с проекта. За ними нужно перепроверить еще раз, корректно ли описано все и тд
2. Добить код (не весь функционал до конца реализован + необходимо написать фронт)
3. Выйти с MVP на привлечение инвестиций (проект заявлен уже в акселераторы)
4. Начать выводить MVP в уже готовый продукт

Ожидаемый результат: На стадии MVP цель системы - возможность загружать и работать с готовыми пайплайнами для Wes/wgs анализа и выводить по ним отчеты Полноценная система должна давать возможность составлять пайплайны с нуля из имеющихся блоков, возможность самому писать пайплайны и иметь больший функционал анализа (не только Wes/wgs)",EdTech; BioTech; Стартап; FinTech,Студент_476,@user_069,0,0
Genotek Biogotchi,,,,,,"[Трек: Индустриальный] На данном этапе мы обсудили концепт проекта, познакомились с командой, распределились по ролям. Конкретную дорожную карту проекта с четкими шагами мы должны определить на этой неделе, но лично я планирую выполнить следующее:
1. Ассистировать более опытным ML-инженерам в обработке данных для нашего проекта.
2. Внедрять ML решения в проект, используя свой предыдущий опыт работы фулл-стек разработчиком.
3. Участвовать в брейнштормах и обсуждениях путей развития проекта, потому что в целом очень многие идеи зависят от нас.

Ожидаемый результат: Конечный результат к концу этого семестра не был определен, но конечным результатом проекта в общем является повышение кросс-продаж",GeoAI; ML в промышленности,Студент_494,@user_081,0,0
"GeoML, Recsys",NLP,2026-01-22,Demo Day,,,"Геоданные, анализ местности

Модератор: Соня Лямина",GeoAI; RecSys; NLP,,,0,0
GigaStudio,"Распознование речи, агенты",,,,,"[Трек: Индустриальный] 1) Улучшение инфраструктуры агентского AI;
2) Реализация бизнес-фичей Gen AI в PDLC;
3) Подготовка продукта к public beta.

Ожидаемый результат: Выпуск продукта в эксплуатацию",Audio; ML в промышленности; Автономные агенты; Agents,Студент_362,@user_482,0,0
Gigaschool,,,,,,"[Трек: Индустриальный] Все будет оговорено на созвоне в выходные. Делаем проект для профориентации школьников.

Ожидаемый результат: Тг бот для профориентации.",ML в промышленности,Студент_170,@user_226,0,0
GoAIway,,,,,,"[Трек: Стартап] Cейчас у нас есть макет, стенд концепции - по нему можно проводить решенческие интервью
 
Решенческие, доработка до MVP - до 31.10
free-тестирование пользователями и сбор ОС 01.11 - 21.11
Доработки на основе проанализированной ОС 21.11-07.12 
07.12 и далее - пилотирование + монетизация

Ожидаемый результат: Монетизировать продукт согласно бизнес-модели",Стартап,Студент_539,@user_116,0,0
GoalMate,Прожарка,,,,,"[Трек: Стартап] 1. Провести серию глубинных интервью с представителями целевой аудитории для уточнения мотивационных паттернов и болей.
 2. Разработать концепцию MVP GoalMate — геймифицированной AI-системы поощрения и поддержки мотивации.
 3. Сформировать карту пользовательского пути (CJM) и определить ключевые игровые механики в рамках улучшения MVP.
 4. Провести тестирование гипотез c использованием MVP на небольшой группе пользователей.
 5. Проанализировать результаты и подготовить предложения по масштабированию проекта.

Ожидаемый результат: Предполагаемый результат:
Создание прототипа AI-продукта GoalMate с базовой системой геймификации и персонализации, проверка гипотез о повышении вовлечённости пользователей за счёт игровых и мотивационных механик.",GeoAI; RecSys; Gaming; Стартап,Студент_437,@user_675,1.57,2
Graph Neural Networks for  Combinatorial Optimization,,,,,,"[Трек: Научный] ● Formulate any interesting Combinatorial Optimization problems as Quadratic Unconstrained Binary Optimization (QUBO) problem.
● Design and train baseline unsupervised GNN models to optimize 
QUBO objectives.
● Compare performance against classical solvers and other best 
neural networks.
● Explore new GNN architectures tailored for CO (e.g. multi-aggregation, graph transformers).
● Explore recurrent dynamic features

Ожидаемый результат: Анализ работ по теме и сравнение новых архитектур GNN для задачи QUBO",Research,Студент_401,@user_020,0,0
HR-assistant,HR,,,,,"[Трек: Индустриальный] Реализовать MVP сервиса автоматизированного поиска резюме на hh.ru
1. Реализовать backend для сервиса 
2. Реализовать механизм отправки запросов по апи с интеллектуальной фильтрацией
3. Реализовать механизм предобработки резюме и вакансии для пре-скринга
4. Реализовать механизм ранжирования результатов и составления рейтинга резюме на вакансию из релевантных кандидатов
5. Выбрать целевые метрики проекта, составить бенчмарк для тестирования и получить метрики  на бенчмарке
6. Доработать систему до  положительного фидбека от заказчика

Ожидаемый результат: MVP системы + положительный фидбек от заказчика",HR; ML в промышленности; RecSys; NLP,Студент_776,@user_288,2.43,1
HR-matcher,HR,,,,,"[Трек: Индустриальный] https://disk.yandex.ru/i/1uP0IHmcJWUx1A

Ожидаемый результат: готовая модель",HR; ML в промышленности; RecSys; NLP,Студент_205,@user_670,1.43,1
HandMarket,,,,,,"[Трек: Стартап] 1.  Анализ рынка
  1.1. Генерация проблемы
  1.2. Генерация гипотез
  1.3. Валидация (CustDev), сегментация потенциальных клиентов
  1.3.1. Создание, оформление и реклама Landing Page MVP (PoC)
  1.4. Переоценка цикла анализа рынка
2 . Оформление ценностного предложения
  2.1. Создание ценностного предложения для каждого сегмента пользователей
  2.2. Добавление воронки предварительных (мнимых) продаж на Landing Page MVP
3. Создание полноценного MVP
  3.1. Формирование System Design Document, формирование архитектуры системы
  3.2. Разработка полноценного слабонагруженного MVP
  3.3. Привлечение первых клиентов
  3.4. Анализ технических ошибок
4. Анализ и пересмотр гипотез и функционала MVP

Предполагаемый результат - полноценное слабонагруженное MVP маркет-плейса с ограниченным функционалом",NLP; CV; Стартап,Студент_178,@user_235,0,0
Hartix,,,,,,"[Трек: Стартап] ""1. Архитектура и прототип
Уточнение функций по Lean Canvas и user flow
UX-каркасы экранов (регистрация, квиз, план, загрузка, динамика)

2. Разработка MVP
Регистрация и квиз
Генерация плана обследований
Добавление в календарь
Загрузка анализов (OCR)
Отображение динамики показателей

3. Валидация и запуск
Публикация в TestFlight/Google Play
Custdev-интервью с пользователями
Анализ метрик и обратной связи

Предполагаемый результат: готовое MVP приложения Hartix, первые пользователи и подтверждённая востребованность через custdev и метрики вовлеченности.""",NLP; CV; Стартап,Студент_2156,@expert_024,0,0
Health Index via Latent Cosine Similarity for Early-Stage Degradation,,,,,,"[Трек: Научный] Сейчас ребатлы на aaai, если не проходим отправляем статью в журнал.
И начинаем новое исследование смежное с предыдущим.

Ожидаемый результат: Возможно, отправить статью. Определиться с тематикой нового исследования.  Понять направление, куда будем двигаться.",Research; MedTech,Студент_056,@expert_212,0,0
HiveTrace - мониторинг  LLM-приложений,,,,,,"[Трек: Индустриальный] в этом семестре основное внимание планируется уделить улучшению качества метрик цензурирования, повышению точности алгоритмов классификации нарушений, а также улучшению работы модуля обнаружения и очистки персональных данных. также предусматривается развитие пользовательской платформы: улучшение интерфейса, расширение возможностей управления пользователями и политиками, добавление визуализации метрик и оптимизация производительности. дополнительно планируется повышение обсервабилити системы и проектирование способа интеграции через прокси-слой, обеспечивающего безопасную интеграцию и анализ взаимодействий между приложениями и моделями.

Ожидаемый результат: в этом семестре основное внимание планируется уделить улучшению качества метрик цензурирования, повышению точности алгоритмов классификации нарушений, а также улучшению работы модуля обнаружения и очистки персональных данных. также предусматривается развитие пользовательской платформы: улучшение интерфейса, расширение возможностей управления пользователями и политиками, добавление визуализации метрик и оптимизация производительности. дополнительно планируется повышение обсервабилити системы и проектирование способа интеграции через прокси-слой, обеспечивающего безопасную интеграцию и анализ взаимодействий между приложениями и моделями.",ML в промышленности; NLP,Студент_1004,@user_463,0,0
Hivetrace,,,,,,"[Трек: Индустриальный] План работы
в этом семестре основное внимание планируется уделить улучшению качества метрик цензурирования, повышению точности алгоритмов классификации нарушений, а также улучшению работы модуля обнаружения и очистки персональных данных. также предусматривается развитие пользовательской платформы: улучшение интерфейса, расширение возможностей управления пользователями и политиками, добавление визуализации метрик и оптимизация производительности. дополнительно планируется повышение обсервабилити системы и проектирование способа интеграции через прокси-слой, обеспечивающего безопасную интеграцию и анализ взаимодействий между приложениями и моделями.

Ожидаемый результат: Ожидаемый результат к концу семестра
к концу семестра ожидается получение стабильной и функциональной пользовательской платформы с улучшенными метриками цензурирования, точной классификацией нарушений, эффективной работой модуля обнаружения и очистки персональных данных, а также наглядной визуализацией результатов. также планируется повышение обсервабилити системы и внедрение рабочего прототипа прокси-слоя, обеспечивающего безопасную интеграцию и анализ взаимодействий между приложениями и моделями",ML в промышленности,Студент_2004,@user_250,0,0
Kuvio,Прожарка,,,,,"[Трек: Стартап] Сделать MVP, провести 10 продуктовых интервью

Ожидаемый результат: Создан MVP, который решает выявленную на продуктовых интервью проблему",Стартап,Студент_180,@user_070,0,0
LDARNet: DNA Adaptive Representation Network with Learnable Tokenization for Genomic Modeling,Science (BioTech),,,,,"[Трек: Научный] В течение семестра планирую реализовать полный цикл проекта по развитию архитектуры новой геномной Foundation Model. На первом этапе будет проведена разработка и экспериментальная проверка ключевых архитектурных компонентов модели. Далее - подготовка корпуса и претрейнинг на корпусе геномных данных с последующим сравнением различных конфигураций модели и размерного ряда. На следующем этапе будут выполнены оценка модели на основных бенчмарках и тюнинг как основной модели, так и моделей-конкурентов для корректного сравнения. Завершающей частью станет анализ полученных результатов, а также написание и подача статьи на конференцию.

Ожидаемый результат: Цель работы в семестре - подать статью на научную конференцию",Research; BioTech,Студент_116,@expert_115,2.71,3
LLAMATOR — Python-фреймворк для автоматического тестирования безопасности LLM-систем.,,,,,,"[Трек: Индустриальный] Разработать MCP-сервер для фреймворка llamator, автоматизирующий процессы red teaming для LLM.

Ожидаемый результат: MCP-сервер для llamator.",ML в промышленности; Security; NLP,Студент_746,@user_268,0,0
LLAMATOR: фреймворк для тестирования безопасности LLM-систем,,,,,,"[Трек: Индустриальный] Реализовать MCP-сервер для фреймворка LLAMATOR, что позволит с лёгкостью интегрировать решение в агентные сети

Ожидаемый результат: Реализован MCP-сервер для LLAMATOR",ML в промышленности; Автономные агенты; Security; NLP,Студент_600,@user_155,0,0
LLM Agents Uncertainty,LLM,,,,,"[Трек: Научный] - изучить релевантные статьи по LLM Uncertainty и LLM Agents Uncertainty
- сформулировать теоретическую модель оценки неуверенности LLM агентов
- предложить гипотезы для экспериментов
- реализовать и протестировать некоторые из предложенных гипотез

Ожидаемый результат: Сформулирована математическая модель оценки неуверенности LLM агентов и проверен ряд гипотез",Автономные агенты; Research; LLM; NLP,Студент_069,@user_610,2.71,1
LLM Agents в поддержке T-Tech,,,,,,"[Трек: Индустриальный] Проект: LLM-агенты в поддержке T-Tech.

Собрать и анонимизировать логи; разметить траектории с помощью crowdsource.

Развернуть пайплайн: хранение, трейсинг, автотесты; симулятор тулов.

Собрать агентский бенчмарк для оценки моделей.

Собрать MVP гибкого агента на GPT.

Выполнить дистилляцию одной процедуры.

Настроить RL Pipeline для обучения моделей в multi-turn режиме на распределенном кластере, иметь поддержку обучения 70B+ моделей.

Обобщить на несколько процедур: политика выбора инструмента, унификация инструкций.

Ожидаемый результат: 3+ агентов в проде на своих моделях",ML в промышленности; EdTech; Автономные агенты; NLP,Студент_307,@user_406,0,0
LLM AutoBench,,,,,,"[Трек: Научный] проведены первые иссследования, выбран домен и уже начинаем делать MVP

Ожидаемый результат: Работаю с Студент_2274 и Студент_2275.",Research; NLP,Студент_2059,@user_694,0,0
LLM-ассистент для анализа данных на SQL,"Туризм, досуг + NLP",,,,,"[Трек: Индустриальный] 1. Изучение принципов построения LLM-воркфлоу с локальными моделями, способных интерпретировать естественные запросы и генерировать SQL-код
2. Разработка пайплайна для взаимодействия агента с многотабличной SQL-базой данных
3. Интеграция генерации графиков и визуализаций с использованием Streamlit
4. Проведение валидации и тестирования решения на нескольких доменах (например, продажи, логистика, HR-аналитика)
5. Подготовка MVP-версии интерфейса и оценка точности и удобства работы системы",ML в промышленности; Автономные агенты; Geo; HR; NLP,Студент_718,@user_244,1.57,1
LP детектор,,,,,,"[Трек: Индустриальный] 1. завести репозиторий
2. собрать данных для детектора
3. итеративно увеливаем  архитектуру детектора
4. пробуем трансформерные детекторы

Ожидаемый результат: у детектора увеличена архитектура и исправлены все проблемы, которые сыпались с прода",ML в промышленности,Студент_348,@expert_097,0,0
Lacmus Search,HR,,,,,"[Трек: Индустриальный] Проект Lacmus Search представляет собой внутреннюю поисковую систему для консалтинговой компании. Система предназначена для поиска сотрудников по их навыкам и опыту и поддерживает два вида поиска: свободный (на основе семантического анализа и выделения навыков из текстового запроса) и параметрический (фильтрация по заданным параметрам). Прототип поиска был сделан ещё в предыдущих семестрах и выведен в продакшн. Сейчас продолжаем думать над улучшением его и системы Lacmus в целом.

План работы на семестр:

1. Интеграция свободного и параметрического поиска в единую систему.
2. Оптимизация работы поисковой системы за счёт выбора более эффективной LLM-модели и улучшения используемых промтов.
3. Проведение исследования текущего состояния поиска:
   - анализ пользовательских запросов,
   - подготовка и проведение опроса об удовлетворённости результатами поиска,
   - интервью с пользователями для выявления проблемных зон и потенциальных улучшений.
4. Разработка концепции и прототипа интерактивного опроса для сотрудников по навыкам, адаптирующегося под пользователя.

Ожидаемый результат: Объединённый поиск, переход на новую  модель, исследование запросов и пользователей, прототип интерактивного опроса.",ML в промышленности; RecSys; NLP,Студент_206,@user_297,1.86,1
LexFlow,Образование/ наука,,,,,"[Трек: Стартап] 1. Пользователи и безопасность
- Ввести регистрацию, подтверждение почты и вход (FastAPI Users / OAuth2 JWT / сторонний IdP). Мигрировать схему БД (добавить email, хеш пароля, статусы)
- Реализовать управление сессиями/refresh токенами, сброс паролей
- Изолировать данные по `user_id` во всех эндпойнтах, добавить проверки владельца
- Расширить модерацию (AI/правила), добавить rate limiting (Redis + slowapi) и аудит логов

2. Хранилище и масштабирование
- Перейти на PostgreSQL (SQLAlchemy + Alembic), настроить миграции и сиды
- Вынести тренажёрные сессии и очереди задач в Redis/Message Queue (RQ/Celery) для горизонтального масштабирования
- Настроить файловое хранилище/объектное (для будущих вложений), бэкапы БД, мониторинг Prometheus

3. LLM и интеграции
- Заменить локальную Ollama на управляемый inference (OpenAI, Anthropic, облачные GPU) или развернуть сервер Ollama с API, добавить fallback и мониторинг латентности
- Кэшировать дорогостоящие ответы (Redis), внедрить очереди для долгих задач, логировать подсказки и ответы для аналитики
- Переработать модуль перевода для поддержки нескольких моделей/провайдеров, конфигурируемых по окружению

4. Frontend и UX
- Добавить маршруты входа/регистрации, состояние пользователя, хранение токена (httponly cookie), обновление API_BASE через переменные окружения
- Реализовать управление профилем, настройками языка, прогрессом; добавить ролевую модель (админ/юзер)
- Улучшить обработку ошибок и локализацию, обеспечить адаптивность и доступность (WCAG)

5. Инфраструктура и DevOps
- Создать Docker-образы для backend и frontend, настроить docker-compose/Helm chart
- Настроить CI/CD (Actions) с линтингом, тестами, сборкой фронтенда и деплоем
- Подготовить staging/production окружения (на Render), настроить HTTPS, домен
- Добавить централизованные логи (ELK), алерты и SLO

6. Качество и соответствие требованиям
- Написать unit/интеграционные тесты для API, snapshot/компонентные тесты фронтенда, тесты промптов
- Провести",Gaming; NLP; EdTech; HR; Security; Стартап,Студент_314,@user_491,2.0,2
